clip_id,rep,opponent,party,out_party,total_words,words_per_second,approve_location,rep_count,opponent_count,party_count,out_party_count,trump_count,rep_locations,opponent_locations,party_locations,out_party_locations,trump_locations
00471,madisongesiottogilbert,emiliasykes,republican,democrat,77,2.566666666666667,25.71428571428571,0,0,0,0,0,[],[],[],[],[]
00477,sharicedavids,amandaadkins,democrat,republican,90,3.0,28.666666666666668,2,0,0,0,0,"[15.166666666666666, 28.166666666666668]",[],[],[],[]
00478,sharicedavids,amandaadkins,democrat,republican,84,2.8,27.857142857142858,0,0,0,0,0,[],[],[],[],[]
00479,sharicedavids,amandaadkins,democrat,republican,97,3.2333333333333334,27.525773195876287,0,0,0,1,0,[],[],[],[21.649484536082475],[]
00480,jenniferruthgreen,frankmrvan,republican,democrat,84,2.8,28.57142857142857,4,0,1,0,0,"[3.928571428571429, 17.5, 25.357142857142858, 27.5]",[],[1.7857142857142856],[],[]
00481,jenniferruthgreen,frankmrvan,republican,democrat,90,3.0,28.666666666666668,3,0,0,0,0,"[0.6666666666666667, 20.333333333333336, 27.666666666666668]",[],[],[],[]
00482,jenniferruthgreen,frankmrvan,republican,democrat,83,2.7666666666666666,28.55421686746988,3,0,0,0,0,"[14.819277108433734, 19.518072289156628, 27.469879518072286]",[],[],[],[]
00483,cindyaxne,zachnunn,democrat,republican,83,2.7666666666666666,27.469879518072286,1,2,0,0,0,[26.566265060240966],"[0.18072289156626506, 24.03614457831325]",[],[],[]
00484,cindyaxne,zachnunn,democrat,republican,87,2.9,27.93103448275862,1,1,0,0,0,[0.5172413793103449],[16.034482758620687],[],[],[]
00485,cindyaxne,zachnunn,democrat,republican,75,2.5,,0,1,0,0,0,[],[7.800000000000001],[],[],[]
00486,barbarakirkmeyer,yadiracaraveo,republican,democrat,79,2.6333333333333333,25.443037974683545,0,1,0,0,0,[],[13.860759493670887],[],[],[]
00488,christysmith,mikegarcia,democrat,republican,70,2.3333333333333335,25.285714285714285,1,1,0,0,0,[24.214285714285715],[13.928571428571429],[],[],[]
00489,christysmith,mikegarcia,democrat,republican,79,2.6333333333333333,23.924050632911392,1,1,0,0,0,[22.974683544303797],[13.10126582278481],[],[],[]
00490,susanwild,lisascheller,democrat,republican,78,2.6,28.46153846153846,1,0,0,0,0,[27.5],[],[],[],[]
00492,yvetteherrell,gabevasquez,republican,democrat,80,2.6666666666666665,24.375,0,0,0,0,0,[],[],[],[],[]
00493,karolineleavitt,chrispappas,republican,democrat,83,2.7666666666666666,28.55421686746988,0,0,0,0,0,[],[],[],[],[]
00496,marypeltola,sarahpalin,democrat,republican,103,3.433333333333333,28.54368932038835,2,0,0,0,0,"[0.4368932038834952, 27.815533980582526]",[],[],[],[]
00497,marypeltola,sarahpalin,democrat,republican,87,2.9,27.93103448275862,2,0,0,0,0,"[15.0, 27.068965517241377]",[],[],[],[]
00498,marypeltola,sarahpalin,democrat,republican,81,2.7,,1,0,0,0,0,[6.851851851851851],[],[],[],[]
00500,yeslivega,abigailspanberger,republican,democrat,78,2.6,23.076923076923077,0,0,0,0,0,[],[],[],[],[]
00502,cassygarcia,henrycuellar,republican,democrat,84,2.8,,0,1,0,0,0,[],[1.25],[],[],[]
00503,cassygarcia,henrycuellar,republican,democrat,78,2.6,,0,3,0,0,0,[],"[0.9615384615384615, 20.96153846153846, 24.423076923076923]",[],[],[]
00504,cassygarcia,henrycuellar,republican,democrat,84,2.8,,0,0,0,0,0,[],[],[],[],[]
00505,cassygarcia,henrycuellar,republican,democrat,84,2.8,24.285714285714285,0,1,0,0,0,[],[17.32142857142857],[],[],[]
00506,cassygarcia,henrycuellar,republican,democrat,81,2.7,27.77777777777778,0,1,0,0,0,[],[10.185185185185185],[],[],[]
00507,cassygarcia,henrycuellar,republican,democrat,83,2.7666666666666666,28.55421686746988,0,0,0,0,0,[],[],[],[],[]
00508,michellevallejo,monicadelacruz,democrat,republican,94,3.1333333333333333,24.893617021276594,1,0,0,0,0,[24.095744680851066],[],[],[],[]
00510,susanwild,lisascheller,democrat,republican,78,2.6,28.46153846153846,1,0,0,0,0,[27.5],[],[],[],[]
00511,lisascheller,susanwild,republican,democrat,83,2.7666666666666666,28.55421686746988,2,0,0,0,0,"[5.963855421686747, 27.650602409638555]",[],[],[],[]
00512,lisascheller,susanwild,republican,democrat,74,2.466666666666667,27.56756756756757,0,2,0,0,0,[],"[1.418918918918919, 22.5]",[],[],[]
00513,lisascheller,susanwild,republican,democrat,82,2.7333333333333334,28.536585365853657,2,2,0,0,0,"[26.524390243902438, 27.621951219512198]","[0.18292682926829268, 19.20731707317073]",[],[],[]
00514,lisascheller,susanwild,republican,democrat,74,2.466666666666667,27.56756756756757,4,1,0,0,0,"[9.932432432432433, 11.95945945945946, 17.22972972972973, 26.554054054054053]",[7.905405405405404],[],[],[]
00515,lisascheller,susanwild,republican,democrat,72,2.4,23.333333333333332,1,2,0,0,0,[16.041666666666668],"[0.20833333333333331, 6.875]",[],[],[]
00517,lisascheller,susanwild,republican,democrat,83,2.7666666666666666,27.83132530120482,5,0,0,0,0,"[4.518072289156627, 6.325301204819278, 16.807228915662648, 24.759036144578314, 26.927710843373493]",[],[],[],[]
00518,monicadelacruz,michellevallejo,republican,democrat,83,2.7666666666666666,21.686746987951807,3,0,1,0,0,"[3.4337349397590358, 20.42168674698795, 27.650602409638555]",[],[26.746987951807228],[],[]
00519,lisascheller,susanwild,republican,democrat,72,2.4,23.333333333333332,1,2,0,0,0,[16.041666666666668],"[0.20833333333333331, 6.875]",[],[],[]
00520,jamiemcleodskinner,lorichavez-deremer,democrat,republican,108,3.6,24.444444444444443,1,0,0,0,0,[23.611111111111114],[],[],[],[]
00521,jamiemcleodskinner,lorichavez-deremer,democrat,republican,102,3.4,27.058823529411764,1,0,0,0,0,[26.176470588235293],[],[],[],[]
00524,jamiemcleodskinner,lorichavez-deremer,democrat,republican,101,3.3666666666666667,28.217821782178216,2,0,0,0,0,"[4.752475247524752, 27.326732673267326]",[],[],[],[]
00525,jamiemcleodskinner,lorichavez-deremer,democrat,republican,101,3.3666666666666667,24.653465346534652,1,0,0,0,0,[0.594059405940594],[],[],[],[]
00527,lorichavezderemer,jamiemcleod-skinner,republican,democrat,84,2.8,23.57142857142857,0,0,0,0,0,[],[],[],[],[]
00528,susanwild,lisascheller,democrat,republican,94,3.1333333333333333,28.72340425531915,1,1,0,0,0,[27.925531914893618],[21.861702127659573],[],[],[]
00529,jamiemcleodskinner,lorichavez-deremer,democrat,republican,75,2.5,28.4,1,0,0,0,0,[0.8],[],[],[],[]
00530,lorichavezderemer,jamiemcleod-skinner,republican,democrat,82,2.7333333333333334,28.536585365853657,0,0,1,0,0,[],[],[8.048780487804878],[],[]
00531,malformedtitle,,not_found,,75,2.5,27.6,0,0,0,0,0,[],[],[],[],[]
00532,elissaslotkin,tombarrett,democrat,republican,49,1.6333333333333333,,0,0,0,0,0,[],[],[],[],[]
00533,elissaslotkin,tombarrett,democrat,republican,82,2.7333333333333334,1.4634146341463414,0,1,0,0,0,[],[10.426829268292682],[],[],[]
00534,elissaslotkin,tombarrett,democrat,republican,79,2.6333333333333333,22.78481012658228,0,0,0,0,0,[],[],[],[],[]
00535,elissaslotkin,tombarrett,democrat,republican,76,2.533333333333333,1.5789473684210527,0,1,0,0,0,[],[22.69736842105263],[],[],[]
00536,elissaslotkin,tombarrett,democrat,republican,86,2.8666666666666667,18.13953488372093,0,0,0,0,0,[],[],[],[],[]
00537,aprilbecker,susielee,republican,democrat,93,3.1,20.0,1,0,0,0,0,[19.193548387096772],[],[],[],[]
00538,aprilbecker,susielee,republican,democrat,88,2.933333333333333,25.227272727272727,1,0,0,0,0,[24.71590909090909],[],[],[],[]
00539,angiecraig,tylerkistner,democrat,republican,74,2.466666666666667,23.10810810810811,2,0,0,0,0,"[0.6081081081081081, 22.094594594594597]",[],[],[],[]
00540,angiecraig,tylerkistner,democrat,republican,74,2.466666666666667,25.54054054054054,1,0,0,0,0,[24.527027027027025],[],[],[],[]
00541,angiecraig,tylerkistner,democrat,republican,100,3.3333333333333335,28.799999999999997,2,0,0,0,0,"[18.75, 28.05]",[],[],[],[]
00543,angiecraig,tylerkistner,democrat,republican,77,2.566666666666667,24.545454545454547,1,0,0,0,0,[23.57142857142857],[],[],[],[]
00546,jenniferruthgreen,frankmrvan,republican,democrat,100,3.3333333333333335,28.2,2,0,0,0,0,"[3.9000000000000004, 27.3]",[],[],[],[]
00547,jenniferruthgreen,frankmrvan,republican,democrat,78,2.6,28.46153846153846,2,0,0,0,0,"[0.7692307692307692, 27.307692307692307]",[],[],[],[]
00548,jenniferruthgreen,frankmrvan,republican,democrat,81,2.7,28.51851851851852,2,0,0,0,0,"[4.0740740740740735, 27.407407407407405]",[],[],[],[]
00549,yadiracaraveo,barbarakirkmeyer,democrat,republican,73,2.433333333333333,21.78082191780822,0,1,0,0,0,[],[7.191780821917808],[],[],[]
00550,yadiracaraveo,barbarakirkmeyer,democrat,republican,81,2.7,23.333333333333332,0,0,0,0,0,[],[],[],[],[]
00551,barbarakirkmeyer,yadiracaraveo,republican,democrat,78,2.6,28.076923076923077,0,0,0,0,0,[],[],[],[],[]
00552,barbarakirkmeyer,yadiracaraveo,republican,democrat,75,2.5,23.2,0,1,0,0,0,[],[14.600000000000001],[],[],[]
00553,barbarakirkmeyer,yadiracaraveo,republican,democrat,71,2.3666666666666667,25.774647887323944,0,0,0,0,0,[],[],[],[],[]
00555,sharicedavids,amandaadkins,democrat,republican,76,2.533333333333333,24.86842105263158,0,0,0,0,0,[],[],[],[],[]
00556,sharicedavids,amandaadkins,democrat,republican,83,2.7666666666666666,27.83132530120482,3,0,0,0,0,"[9.93975903614458, 23.313253012048193, 27.289156626506024]",[],[],[],[]
00557,sharicedavids,amandaadkins,democrat,republican,83,2.7666666666666666,25.30120481927711,1,0,0,0,0,[10.301204819277109],[],[],[],[]
00558,sharicedavids,amandaadkins,democrat,republican,85,2.8333333333333335,25.76470588235294,0,0,0,0,0,[],[],[],[],[]
00559,cindyaxne,zachnunn,democrat,republican,84,2.8,26.071428571428573,1,0,0,0,0,[25.17857142857143],[],[],[],[]
00560,cindyaxne,zachnunn,democrat,republican,90,3.0,26.0,1,2,0,0,0,[25.166666666666668],"[4.5, 13.166666666666666]",[],[],[]
00561,cindyaxne,zachnunn,democrat,republican,82,2.7333333333333334,27.804878048780488,2,0,0,0,0,"[6.402439024390244, 26.890243902439025]",[],[],[],[]
00562,christysmith,mikegarcia,democrat,republican,79,2.6333333333333333,21.645569620253163,1,0,0,0,0,[7.784810126582278],[],[],[],[]
00563,christysmith,mikegarcia,democrat,republican,68,2.2666666666666666,28.235294117647058,1,2,0,0,0,[27.13235294117647],"[0.22058823529411764, 23.161764705882355]",[],[],[]
00564,christysmith,mikegarcia,democrat,republican,68,2.2666666666666666,28.235294117647058,1,2,0,0,0,[27.13235294117647],"[0.22058823529411764, 23.161764705882355]",[],[],[]
00570,karolineleavitt,chrispappas,republican,democrat,90,3.0,28.666666666666668,0,0,0,0,0,[],[],[],[],[]
00571,karolineleavitt,chrispappas,republican,democrat,81,2.7,22.59259259259259,0,1,0,0,1,[],[12.777777777777779],[],[],[7.4074074074074066]
00574,marypeltola,sarahpalin,democrat,republican,74,2.466666666666667,23.10810810810811,1,0,0,0,0,[9.527027027027026],[],[],[],[]
00576,cindyaxne,zachnunn,democrat,republican,90,3.0,28.0,2,0,0,0,0,"[0.5, 27.166666666666668]",[],[],[],[]
00577,christinabohannan,mariannettemiller-meeks,democrat,republican,80,2.6666666666666665,,0,0,0,0,0,[],[],[],[],[]
00578,christinabohannan,mariannettemiller-meeks,democrat,republican,86,2.8666666666666667,,0,0,0,0,0,[],[],[],[],[]
00579,ashleyhinson,lizmathis,republican,democrat,77,2.566666666666667,27.662337662337663,2,0,0,0,0,"[5.64935064935065, 26.68831168831169]",[],[],[],[]
00580,ashleyhinson,lizmathis,republican,democrat,100,3.3333333333333335,1.2,1,4,0,0,0,[0.44999999999999996],"[3.75, 10.35, 23.25, 23.85]",[],[],[]
00581,christinabohannan,mariannettemiller-meeks,democrat,republican,106,3.533333333333333,26.88679245283019,0,0,0,0,0,[],[],[],[],[]
00582,christinabohannan,mariannettemiller-meeks,democrat,republican,80,2.6666666666666665,26.25,0,0,0,0,0,[],[],[],[],[]
00583,ashleyhinson,lizmathis,republican,democrat,81,2.7,1.4814814814814814,0,0,0,0,0,[],[],[],[],[]
00584,lizmathis,ashleyhinson,democrat,republican,82,2.7333333333333334,22.682926829268293,1,0,0,0,0,[22.134146341463413],[],[],[],[]
00585,cindyaxne,zachnunn,democrat,republican,86,2.8666666666666667,1.3953488372093024,1,3,0,0,0,[0.5232558139534884],"[3.313953488372093, 8.19767441860465, 27.732558139534884]",[],[],[]
00586,cindyaxne,zachnunn,democrat,republican,92,3.066666666666667,1.3043478260869565,1,2,0,0,0,[0.4891304347826087],"[8.967391304347826, 10.597826086956522]",[],[],[]
00587,cindyaxne,zachnunn,democrat,republican,91,3.033333333333333,25.384615384615383,1,0,0,0,0,[24.56043956043956],[],[],[],[]
00588,christinabohannan,mariannettemiller-meeks,democrat,republican,81,2.7,24.814814814814817,0,0,0,0,0,[],[],[],[],[]
00589,christinabohannan,mariannettemiller-meeks,democrat,republican,77,2.566666666666667,24.155844155844157,0,0,0,0,0,[],[],[],[],[]
00591,lizmathis,ashleyhinson,democrat,republican,91,3.033333333333333,22.747252747252745,1,0,0,0,0,[22.252747252747255],[],[],[],[]
00594,cindyaxne,davidyoung,democrat,republican,83,2.7666666666666666,27.83132530120482,2,0,0,0,0,"[5.602409638554216, 26.927710843373493]",[],[],[],[]
00595,cindyaxne,davidyoung,democrat,republican,94,3.1333333333333333,25.21276595744681,3,0,0,0,0,"[8.138297872340425, 24.414893617021278, 29.52127659574468]",[],[],[],[]
00596,cindyaxne,davidyoung,democrat,republican,89,2.966666666666667,23.932584269662918,1,1,0,0,0,[23.089887640449437],[2.191011235955056],[],[],[]
00597,cindyaxne,davidyoung,democrat,republican,95,3.1666666666666665,1.263157894736842,1,2,0,0,0,[0.4736842105263158],"[9.631578947368421, 22.894736842105264]",[],[],[]
00598,cindyaxne,davidyoung,democrat,republican,105,3.5,28.857142857142858,2,0,0,0,0,"[14.142857142857142, 28.142857142857142]",[],[],[],[]
00599,cindyaxne,davidyoung,democrat,republican,86,2.8666666666666667,27.906976744186046,1,1,0,0,0,[23.8953488372093],[10.63953488372093],[],[],[]
00600,cindyaxne,davidyoung,democrat,republican,81,2.7,26.296296296296298,1,1,0,0,0,[25.37037037037037],[5.0],[],[],[]
00601,cindyaxne,davidyoung,democrat,republican,104,3.466666666666667,23.653846153846153,4,0,0,0,0,"[9.086538461538462, 15.144230769230768, 21.490384615384617, 22.932692307692307]",[],[],[],[]
00602,cindyaxne,davidyoung,democrat,republican,133,4.433333333333334,20.751879699248118,2,1,0,0,0,"[11.390977443609023, 20.18796992481203]",[5.977443609022556],[],[],[]
00603,cindyaxne,davidyoung,democrat,republican,96,3.2,23.75,3,0,0,0,0,"[6.71875, 10.46875, 22.96875]",[],[],[],[]
00604,cindyaxne,davidyoung,democrat,republican,88,2.933333333333333,23.18181818181818,1,1,0,0,0,[14.829545454545455],[0.5113636363636364],[],[],[]
00605,cindyaxne,davidyoung,democrat,republican,93,3.1,27.419354838709676,4,0,0,0,0,"[6.935483870967742, 8.548387096774194, 23.064516129032256, 26.612903225806452]",[],[],[],[]
00606,mariannettemillermeeks,ritahart,republican,democrat,77,2.566666666666667,28.441558441558442,0,1,0,0,0,[],[0.19480519480519481],[],[],[]
00607,mariannettemillermeeks,ritahart,republican,democrat,81,2.7,28.51851851851852,0,4,0,0,0,[],"[7.5925925925925934, 11.296296296296296, 18.703703703703702, 24.25925925925926]",[],[],[]
00608,mariannettemillermeeks,ritahart,republican,democrat,73,2.433333333333333,28.356164383561644,0,0,0,0,0,[],[],[],[],[]
00609,mariannettemillermeeks,ritahart,republican,democrat,91,3.033333333333333,26.043956043956044,0,0,0,0,0,[],[],[],[],[]
00610,ritahart,mariannettemiller-meeks,democrat,republican,81,2.7,17.77777777777778,2,0,0,1,0,"[0.5555555555555556, 16.851851851851855]",[],[],[12.592592592592592],[]
00611,ritahart,mariannettemiller-meeks,democrat,republican,82,2.7333333333333334,24.878048780487802,1,0,0,0,0,[23.963414634146343],[],[],[],[]
00613,ritahart,mariannettemiller-meeks,democrat,republican,82,2.7333333333333334,24.51219512195122,2,0,0,2,0,"[4.573170731707317, 23.597560975609756]",[],[],"[0.7317073170731707, 1.8292682926829267]",[]
00614,ritahart,mariannettemiller-meeks,democrat,republican,90,3.0,28.666666666666668,3,0,0,1,0,"[5.166666666666667, 25.5, 27.833333333333336]",[],[],[24.0],[]
00615,ritahart,mariannettemiller-meeks,democrat,republican,18,0.6,,0,0,0,0,0,[],[],[],[],[]
00617,ritahart,mariannettemiller-meeks,democrat,republican,88,2.933333333333333,27.272727272727273,2,0,0,0,0,"[2.215909090909091, 26.420454545454547]",[],[],[],[]
00619,ritahart,mariannettemiller-meeks,democrat,republican,77,2.566666666666667,20.649350649350648,2,0,0,1,0,"[0.5844155844155844, 19.675324675324678]",[],[],[6.233766233766234],[]
00621,ashleyhinson,abbyfinkenauer,republican,democrat,61,2.033333333333333,28.0327868852459,0,0,0,0,0,[],[],[],[],[]
00622,ashleyhinson,abbyfinkenauer,republican,democrat,79,2.6333333333333333,,2,0,0,0,0,"[22.59493670886076, 27.91139240506329]",[],[],[],[]
00623,ashleyhinson,abbyfinkenauer,republican,democrat,85,2.8333333333333335,22.235294117647058,1,3,0,0,0,[18.176470588235293],"[0.1764705882352941, 7.235294117647059, 15.0]",[],[],[]
00624,ashleyhinson,abbyfinkenauer,republican,democrat,93,3.1,28.70967741935484,2,0,0,0,0,"[25.64516129032258, 27.903225806451612]",[],[],[],[]
00625,ashleyhinson,abbyfinkenauer,republican,democrat,78,2.6,26.923076923076923,2,1,0,0,0,"[15.192307692307692, 25.961538461538463]",[4.423076923076923],[],[],[]
00626,ashleyhinson,abbyfinkenauer,republican,democrat,76,2.533333333333333,,2,0,0,0,0,"[13.618421052631579, 27.43421052631579]",[],[],[],[]
00627,ashleyhinson,abbyfinkenauer,republican,democrat,80,2.6666666666666665,25.875,0,0,0,0,0,[],[],[],[],[]
00628,ashleyhinson,abbyfinkenauer,republican,democrat,83,2.7666666666666666,20.96385542168675,0,0,0,0,0,[],[],[],[],[]
00629,ashleyhinson,abbyfinkenauer,republican,democrat,62,2.066666666666667,21.290322580645164,1,0,0,0,0,[20.564516129032256],[],[],[],[]
00630,ashleyhinson,abbyfinkenauer,republican,democrat,69,2.3,25.65217391304348,3,0,0,0,0,"[0.6521739130434783, 8.91304347826087, 24.565217391304348]",[],[],[],[]
00631,abbyfinkenauer,ashleyhinson,democrat,republican,81,2.7,25.925925925925924,1,0,0,0,0,[25.0],[],[],[],[]
00632,abbyfinkenauer,ashleyhinson,democrat,republican,86,2.8666666666666667,28.6046511627907,2,2,0,0,0,"[19.36046511627907, 27.732558139534884]","[6.453488372093023, 10.988372093023255]",[],[],[]
00633,abbyfinkenauer,ashleyhinson,democrat,republican,77,2.566666666666667,24.935064935064936,1,0,0,0,0,[23.96103896103896],[],[],[],[]
00634,abbyfinkenauer,ashleyhinson,democrat,republican,79,2.6333333333333333,25.822784810126585,1,0,0,0,0,[24.873417721518987],[],[],[],[]
00635,abbyfinkenauer,ashleyhinson,democrat,republican,85,2.8333333333333335,25.41176470588235,1,0,0,0,0,[24.52941176470588],[],[],[],[]
00636,abbyfinkenauer,ashleyhinson,democrat,republican,74,2.466666666666667,28.37837837837838,1,0,0,0,0,[27.364864864864867],[],[],[],[]
00637,abbyfinkenauer,ashleyhinson,democrat,republican,85,2.8333333333333335,26.11764705882353,2,1,0,0,0,"[16.058823529411764, 25.235294117647058]",[10.764705882352942],[],[],[]
00638,abbyfinkenauer,ashleyhinson,democrat,republican,88,2.933333333333333,28.636363636363637,2,0,0,0,0,"[13.46590909090909, 27.78409090909091]",[],[],[],[]
00639,abbyfinkenauer,ashleyhinson,democrat,republican,88,2.933333333333333,23.863636363636363,1,0,0,0,0,[23.011363636363637],[],[],[],[]
00640,abbyfinkenauer,ashleyhinson,democrat,republican,79,2.6333333333333333,28.481012658227847,1,0,0,0,0,[27.91139240506329],[],[],[],[]
00641,abbyfinkenauer,ashleyhinson,democrat,republican,86,2.8666666666666667,24.41860465116279,1,0,0,0,0,[23.546511627906977],[],[],[],[]
00642,abbyfinkenauer,ashleyhinson,democrat,republican,81,2.7,1.4814814814814814,1,0,0,0,0,[0.5555555555555556],[],[],[],[]
00643,abbyfinkenauer,ashleyhinson,democrat,republican,79,2.6333333333333333,26.962025316455698,0,0,0,0,0,[],[],[],[],[]
00645,mariannewilliamson,tedlieu,democrat,republican,61,2.033333333333333,17.704918032786885,0,0,0,0,0,[],[],[],[],[]
00646,mariannewilliamson,tedlieu,democrat,republican,107,3.566666666666667,,0,0,0,0,0,[],[],[],[],[]
00647,mariannewilliamson,tedlieu,democrat,republican,73,2.433333333333333,,2,0,0,0,0,"[18.28767123287671, 28.15068493150685]",[],[],[],[]
00648,mariannewilliamson,tedlieu,democrat,republican,62,2.066666666666667,,1,0,0,0,0,[5.080645161290322],[],[],[],[]
00649,abigailspanberger,davebrat,democrat,republican,100,3.3333333333333335,27.900000000000002,2,0,0,2,0,"[17.849999999999998, 27.150000000000002]",[],[],"[6.6, 21.599999999999998]",[]
00650,abigailspanberger,davebrat,democrat,republican,89,2.966666666666667,19.55056179775281,1,0,0,0,0,[9.9438202247191],[],[],[],[]
00651,elaineluria,,democrat,republican,83,2.7666666666666666,27.10843373493976,1,0,0,0,0,[26.204819277108435],[],[],[],[]
00653,elaineluria,,democrat,republican,86,2.8666666666666667,,2,0,2,1,0,"[9.941860465116278, 27.034883720930235]",[],"[8.023255813953488, 10.813953488372093]",[1.0465116279069768],[]
00654,elaineluria,,democrat,republican,70,2.3333333333333335,1.7142857142857142,1,0,0,0,0,[0.6428571428571429],[],[],[],[]
00655,elaineluria,,democrat,republican,79,2.6333333333333333,21.265822784810126,0,0,0,0,0,[],[],[],[],[]
00656,elaineluria,,democrat,republican,74,2.466666666666667,28.37837837837838,1,0,0,0,0,[27.364864864864867],[],[],[],[]
00657,elaineluria,,democrat,republican,77,2.566666666666667,25.71428571428571,1,0,0,0,0,[0.5844155844155844],[],[],[],[]
00658,elaineluria,,democrat,republican,79,2.6333333333333333,28.481012658227847,2,0,0,0,0,"[1.7088607594936709, 27.531645569620252]",[],[],[],[]
00659,elaineluria,,democrat,republican,77,2.566666666666667,28.441558441558442,2,0,0,0,0,"[3.3116883116883113, 27.467532467532468]",[],[],[],[]
00660,elaineluria,,democrat,republican,76,2.533333333333333,28.421052631578945,3,0,0,0,0,"[4.5394736842105265, 25.460526315789476, 27.43421052631579]",[],[],[],[]
00661,susanwild,martynothstein,democrat,republican,76,2.533333333333333,27.63157894736842,2,0,0,0,0,"[0.19736842105263158, 26.644736842105264]",[],[],[],[]
00662,susanwild,martynothstein,democrat,republican,82,2.7333333333333334,27.804878048780488,0,0,0,0,0,[],[],[],[],[]
00663,susanwild,martynothstein,democrat,republican,86,2.8666666666666667,22.325581395348838,1,0,0,0,0,[21.453488372093023],[],[],[],[]
00664,chrissyhoulahan,gregmccauley,democrat,republican,80,2.6666666666666665,21.0,0,0,0,0,0,[],[],[],[],[]
00665,chrissyhoulahan,gregmccauley,democrat,republican,85,2.8333333333333335,24.352941176470587,0,0,0,0,0,[],[],[],[],[]
00666,abigailspanberger,davebrat,democrat,republican,90,3.0,,1,0,0,0,0,[0.5],[],[],[],[]
00667,abigailspanberger,davebrat,democrat,republican,75,2.5,28.4,3,0,0,1,0,"[15.799999999999999, 26.2, 27.4]",[],[],[3.2],[]
00668,abigailspanberger,davebrat,democrat,republican,81,2.7,28.51851851851852,1,0,0,1,0,[21.666666666666668],[],[],[4.814814814814815],[]
00669,abigailspanberger,davebrat,democrat,republican,81,2.7,28.51851851851852,1,0,0,0,0,[7.222222222222221],[],[],[],[]
00670,abigailspanberger,davebrat,democrat,republican,94,3.1333333333333333,1.2765957446808511,2,0,0,0,0,"[0.4787234042553191, 28.882978723404253]",[],[],[],[]
00671,abigailspanberger,davebrat,democrat,republican,73,2.433333333333333,28.356164383561644,1,0,0,0,0,[0.6164383561643836],[],[],[],[]
00672,abigailspanberger,davebrat,democrat,republican,75,2.5,23.2,1,0,0,0,0,[0.6],[],[],[],[]
00673,abigailspanberger,davebrat,democrat,republican,98,3.2666666666666666,1.2244897959183672,1,1,0,0,0,[0.45918367346938777],[16.683673469387756],[],[],[]
00674,abigailspanberger,davebrat,democrat,republican,96,3.2,,1,0,0,0,0,[22.03125],[],[],[],[]
00675,abigailspanberger,davebrat,democrat,republican,77,2.566666666666667,25.324675324675322,1,1,0,0,0,[24.74025974025974],[22.79220779220779],[],[],[]
00676,abigailspanberger,davebrat,democrat,republican,122,4.066666666666666,20.40983606557377,1,0,0,0,0,[19.795081967213115],[],[],[],[]
00677,jenniferwexton,barbaracomstock,democrat,republican,77,2.566666666666667,18.7012987012987,3,0,0,0,0,"[1.7532467532467533, 8.376623376623376, 17.727272727272727]",[],[],[],[]
00678,jenniferwexton,barbaracomstock,democrat,republican,74,2.466666666666667,26.756756756756758,2,1,0,0,2,"[18.85135135135135, 25.743243243243242]",[0.20270270270270271],[],[],"[3.6486486486486487, 16.62162162162162]"
00679,jenniferwexton,barbaracomstock,democrat,republican,83,2.7666666666666666,22.771084337349397,1,0,0,0,1,[0.5421686746987951],[],[],[],[22.409638554216865]
00680,lizziepannillfletcher,johnculberson,democrat,republican,90,3.0,27.666666666666668,0,0,1,1,0,[],[],[20.666666666666668],[22.666666666666664],[]
00681,lizziepannillfletcher,johnculberson,democrat,republican,88,2.933333333333333,21.477272727272727,0,0,0,0,0,[],[],[],[],[]
00682,lizziepannillfletcher,johnculberson,democrat,republican,106,3.533333333333333,1.1320754716981132,0,1,0,0,0,[],[4.10377358490566],[],[],[]
00683,lizziepannillfletcher,johnculberson,democrat,republican,83,2.7666666666666666,22.409638554216865,0,2,0,0,0,[],"[6.686746987951807, 10.301204819277109]",[],[],[]
00684,lizziepannillfletcher,johnculberson,democrat,republican,90,3.0,21.666666666666668,0,2,0,0,0,[],"[5.5, 8.5]",[],[],[]
00685,jaimeherrerabeutler,erickcoda,republican,democrat,67,2.2333333333333334,28.208955223880597,0,0,0,0,0,[],[],[],[],[]
00686,cathymcmorrisrodgers,lisabrown,republican,democrat,90,3.0,28.666666666666668,0,0,0,0,0,[],[],[],[],[]
00687,kimschrier,dinorossi,democrat,republican,102,3.4,1.4705882352941175,0,2,0,0,1,[],"[13.676470588235293, 23.08823529411765]",[],[],[14.705882352941176]
00688,kimschrier,dinorossi,democrat,republican,99,3.3,28.787878787878785,0,0,0,0,0,[],[],[],[],[]
00689,kimschrier,dinorossi,democrat,republican,95,3.1666666666666665,26.526315789473685,0,0,0,0,0,[],[],[],[],[]
00690,kimschrier,dinorossi,democrat,republican,80,2.6666666666666665,23.25,0,0,0,0,0,[],[],[],[],[]
00691,carolmiller,richardojeda,republican,democrat,78,2.6,1.5384615384615383,1,1,0,0,3,[0.576923076923077],[6.346153846153846],[],[],"[5.769230769230769, 7.692307692307692, 27.692307692307693]"
00692,carolmiller,richardojeda,republican,democrat,97,3.2333333333333334,27.525773195876287,3,2,0,0,0,"[0.4639175257731959, 14.690721649484535, 26.75257731958763]","[18.711340206185568, 19.63917525773196]",[],[],[]
00693,carolmiller,richardojeda,republican,democrat,119,3.966666666666667,28.991596638655462,1,1,0,0,0,[28.361344537815125],[0.12605042016806722],[],[],[]
